genome_id,metagenome_id,genome_length,num_contigs,n50,num_16s,num_5s,num_23s,num_trna,completeness,contamination,quality_score,mimag_quality,otu_id,ecosystem,ecosystem_category,ecosystem_type,habitat,longitude,latitude
3300029941_1,3300029941,2995400,48,102618,1,1,1,45,92.19,0.32,90.59,HQ,OTU-1318,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__UBA4765;g__UBA4765;s__GCA_002365175.1,Aquatic,Freshwater,Aquatic,NULL,NULL
3300020578_80,3300020578,1191976,46,79195,1,1,1,48,84.18,0.37,82.33,MQ,OTU-15246,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__UBA10416;g__UBA10416;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_78,3300020578,1253189,162,8722,1,2,1,31,65.42,2.43,53.27,MQ,OTU-5033,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__AcAMD-5;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_77,3300020578,1285864,86,22137,2,4,1,38,60.98,1.29,54.53,MQ,OTU-8429,d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__RVW-14;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_71,3300020578,1420360,212,7524,1,0,0,27,66.22,0,66.22,MQ,OTU-8427,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA6821;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_70,3300020578,1725474,74,41085,1,1,1,37,95.07,1.61,87.02,HQ,OTU-910,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Coccinistipes;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_68,3300020578,1751266,61,39238,1,1,1,44,92.67,0,92.67,HQ,OTU-17039,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Ga0077560;f__Ga0077560;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_67,3300020578,1746084,81,46061,1,0,0,35,72.37,1.32,65.77,MQ,OTU-16592,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_65,3300020578,1807605,39,125842,1,1,1,37,86.15,0,86.15,MQ,OTU-17782,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_64,3300020578,1879600,47,281949,0,0,0,23,87.72,1.72,79.12,MQ,OTU-4842,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_62,3300020578,2064841,15,246060,1,1,1,34,96.06,0,96.06,HQ,OTU-17785,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_61,3300020578,2040815,237,10573,0,0,0,50,79.3,3.85,60.05,MQ,OTU-3827,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__UBA2093;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_60,3300020578,2125153,65,68418,1,2,1,57,99.46,0.54,96.76,HQ,OTU-17626,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_59,3300020578,2157344,108,84687,1,1,1,46,93.07,4.21,72.02,HQ,OTU-1912,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_58,3300020578,2187216,17,305022,1,1,1,34,97.54,0.25,96.29,HQ,OTU-7829,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_57,3300020578,2217295,18,308433,0,2,0,37,96.99,0.55,94.24,MQ,OTU-5688,d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_54,3300020578,2342559,120,33973,1,1,1,40,93.32,0.81,89.27,HQ,OTU-3095,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__UBA2463;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_52,3300020578,2433299,57,72629,1,0,1,35,95.71,0.4,93.71,MQ,OTU-17677,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__GCA-002722245;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_50,3300020578,2459483,162,21707,1,1,1,41,93.17,1.46,85.87,HQ,OTU-3094,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_46,3300020578,2701176,226,17165,0,0,0,30,91.37,3.16,75.57,MQ,OTU-3196,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_45,3300020578,2765487,15,284651,0,1,1,36,99.73,0,99.73,MQ,OTU-3409,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_44,3300020578,2906972,39,156994,1,1,1,44,91.4,4.27,70.05,HQ,OTU-6899,d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_42,3300020578,2944818,69,102827,2,1,0,40,90.6,0.85,86.35,MQ,OTU-12795,d__Bacteria;p__Cyanobacteriota;c__Sericytochromatia;o__;f__;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_41,3300020578,2956639,32,161041,1,1,1,35,86.21,0.25,84.96,MQ,OTU-13130,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_37,3300020578,3250519,59,96053,0,3,1,42,87.1,0.7,83.6,MQ,OTU-9514,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Silvanigrellales;f__Silvanigrellaceae;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_32,3300020578,3775916,617,6413,1,1,2,38,60.88,1.4,53.88,MQ,OTU-2438,d__Bacteria;p__Myxococcota;c__UBA4248;o__UBA7976;f__UBA1532;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_31,3300020578,4025052,359,15881,0,1,1,32,55.17,0.86,50.87,MQ,OTU-9672,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_30,3300020578,4224212,328,18254,1,1,1,32,63.73,0,63.73,MQ,OTU-9694,d__Bacteria;p__Myxococcota;c__UBA727;o__UBA727;f__RBG-16-71-12;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_19,3300020578,5406134,52,227529,1,0,1,44,97.69,0.13,97.04,MQ,OTU-6365,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__UBA10327;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020578_16,3300020578,5582077,652,10433,1,1,1,48,88.94,4.37,67.09,MQ,OTU-7699,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__Bryobacter;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_98,3300020222,1091767,224,4906,0,0,0,17,55,0.54,52.3,MQ,OTU-3092,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__UBA7708;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_96,3300020222,1140478,49,39981,1,1,1,45,82.87,0.46,80.57,MQ,OTU-15246,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__UBA10416;g__UBA10416;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_90,3300020222,1369045,194,7848,1,1,0,27,79.19,2.07,68.84,MQ,OTU-3495,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__RBG-16-60-22;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_88,3300020222,1349444,70,27284,1,1,1,41,97.82,2.34,86.12,MQ,OTU-16902,d__Archaea;p__Crenarchaeota;c__Methanomethylicia;o__Methanomethyliales;f__Methanomethyliaceae;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_84,3300020222,1515178,55,46529,1,1,1,44,87.28,1.14,81.58,MQ,OTU-7102,d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_78,3300020222,1705846,83,29458,1,1,1,37,94.62,1.88,85.22,HQ,OTU-910,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Coccinistipes;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_77,3300020222,1743625,131,20301,1,0,1,25,60.93,1.09,55.48,MQ,OTU-10988,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_76,3300020222,1782394,96,47460,0,2,1,40,96.11,4.49,73.66,MQ,OTU-13551,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__UBA2463;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_74,3300020222,1897689,229,10471,0,1,1,45,85.29,1.16,79.49,MQ,OTU-17146,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_73,3300020222,2026763,100,35987,1,1,1,39,90.03,0.99,85.08,HQ,OTU-13633,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2777;f__RBG-13-53-26;g__RBG-13-53-26;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_72,3300020222,2044982,256,9787,1,1,1,31,82.93,4.09,62.48,MQ,OTU-16435,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__UBA954;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_70,3300020222,2085385,247,10296,0,0,0,28,82.87,1.34,76.17,MQ,OTU-3094,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_68,3300020222,2108261,16,225954,1,0,0,34,96.06,0,96.06,MQ,OTU-17785,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_66,3300020222,2105241,81,49351,0,2,0,35,98.38,2.16,87.58,MQ,OTU-17626,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_65,3300020222,2151093,39,282071,1,1,1,32,96.95,0.25,95.7,HQ,OTU-4842,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_64,3300020222,2214921,27,282688,1,1,1,39,96.99,0.56,94.19,HQ,OTU-5688,d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_62,3300020222,2242916,71,51493,1,1,1,32,91.33,2.95,76.58,HQ,OTU-12820,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_60,3300020222,2277851,325,8041,1,1,1,23,83.44,1.5,75.94,MQ,OTU-11974,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_59,3300020222,2279354,131,36627,0,1,0,36,94.81,0.55,92.06,MQ,OTU-10321,d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__UBA961;g__UBA961;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_57,3300020222,2316244,180,15893,0,0,0,30,92.3,0.73,88.65,MQ,OTU-17677,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__GCA-002722245;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_56,3300020222,2319629,119,33458,1,1,1,38,94.16,0.68,90.76,HQ,OTU-3095,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__UBA2463;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_55,3300020222,2319789,234,12669,1,2,1,39,88.35,2.05,78.1,MQ,OTU-3098,d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__UBA993;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_47,3300020222,2642701,211,19095,0,0,0,33,93.77,4.21,72.72,MQ,OTU-13699,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Rubrivivax;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_46,3300020222,2737063,144,35917,0,0,0,28,79.04,0.74,75.34,MQ,OTU-13130,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_40,3300020222,2221839,116,26288,1,0,1,27,83.07,1.2,77.07,MQ,OTU-13021,d__Archaea;p__Thermoplasmatota;c__CG49143;o__;f__;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_39,3300020222,3122293,273,14696,1,1,1,45,97.19,2.2,86.19,HQ,OTU-346,d__Bacteria;p__AABM5-125-24;c__AABM5-125-24;o__AABM5-125-24;f__AABM5-125-24;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_38,3300020222,3161580,220,20244,2,1,1,44,86.01,0.33,84.36,MQ,OTU-9514,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Silvanigrellales;f__Silvanigrellaceae;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_36,3300020222,3405716,192,31896,1,1,1,48,89.09,2,79.09,MQ,OTU-345,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_29,3300020222,4191055,458,12222,0,1,1,37,82.87,0.82,78.77,MQ,OTU-10705,d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_28,3300020222,4442798,279,25336,1,1,1,37,89.6,3.24,73.4,MQ,OTU-16914,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA4142;f__UBA4142;g__UBA4142;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_26,3300020222,4314703,700,6733,1,0,0,34,79.71,2.53,67.06,MQ,OTU-1250,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_23,3300020222,5358280,46,185339,1,0,1,44,97.75,0.13,97.1,MQ,OTU-6365,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__UBA10327;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020222_114,3300020222,645511,103,6847,0,1,0,10,65.79,1.25,59.54,MQ,OTU-12450,d__Archaea;p__Nanoarchaeota;c__Aenigmarchaeia;o__;f__;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_86,3300020221,1120011,38,65258,1,1,1,44,86.11,0,86.11,MQ,OTU-15246,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__UBA10416;g__UBA10416;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_84,3300020221,1170609,194,6328,1,0,0,23,66.5,0.18,65.6,MQ,OTU-910,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Coccinistipes;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_81,3300020221,1303010,243,5646,1,0,1,17,56.06,0.97,51.21,MQ,OTU-7012,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__SM23-35;g__UBA2194;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_78,3300020221,1418770,56,64851,0,0,0,21,50.15,0,50.15,MQ,OTU-12245,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Hydrogenophilaceae;g__UBA3361;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_72,3300020221,1679998,61,63770,0,0,0,38,95.58,3.06,80.28,MQ,OTU-13551,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__UBA2463;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_71,3300020221,1697824,84,35890,1,1,1,42,82.05,2.21,71,MQ,OTU-8280,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__UBA2093;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_65,3300020221,1934662,204,12633,2,1,1,32,85.55,3.94,65.85,MQ,OTU-16435,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__UBA954;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_64,3300020221,1943258,271,8542,0,1,0,32,73.59,1.09,68.14,MQ,OTU-14913,d__Bacteria;p__Bacteroidota;c__UBA10030;o__;f__;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_62,3300020221,2048049,168,16397,0,1,1,35,87.96,0.82,83.86,MQ,OTU-5688,d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_61,3300020221,2073494,30,101894,0,1,1,34,94.09,0,94.09,MQ,OTU-17785,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_60,3300020221,2113875,67,70258,1,1,1,33,87.55,0,87.55,MQ,OTU-12820,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_59,3300020221,2116496,40,187859,1,1,2,34,95.96,0.74,92.26,HQ,OTU-4842,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_58,3300020221,2134966,54,78274,0,2,0,34,97.97,0.54,95.27,MQ,OTU-17626,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_56,3300020221,2251026,117,30750,1,1,1,39,94.21,1.63,86.06,HQ,OTU-3095,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__UBA2463;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_55,3300020221,2284105,279,10537,1,1,1,25,86.19,2.26,74.89,MQ,OTU-3196,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_54,3300020221,2298593,197,14931,1,1,1,29,95.01,0.35,93.26,MQ,OTU-13543,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloglobulus;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_53,3300020221,2331366,127,53648,0,1,0,39,93.99,2.19,83.04,MQ,OTU-10321,d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__UBA961;g__UBA961;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_46,3300020221,2531410,180,22542,1,2,2,46,92.58,3.74,73.88,HQ,OTU-3098,d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__UBA993;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_45,3300020221,2540500,285,11368,1,0,0,29,89.57,1.59,81.62,MQ,OTU-13699,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Aquincola;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_44,3300020221,2556004,120,45797,1,1,1,47,92.02,1.71,83.47,HQ,OTU-5730,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Casp-actino8;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_43,3300020221,2522105,136,38308,1,2,2,43,89.49,4.29,68.04,MQ,OTU-716,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_41,3300020221,2765106,354,9229,1,0,0,36,82.38,3.06,67.08,MQ,OTU-2436,d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__0-14-0-80-60-11;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_38,3300020221,2919207,558,5524,0,0,0,23,64.85,0,64.85,MQ,OTU-6798,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_35,3300020221,3154622,165,30366,1,1,1,42,92.31,0,92.31,HQ,OTU-1947,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__;f__;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_34,3300020221,3218164,58,89144,1,1,1,46,97.8,1.09,92.35,HQ,OTU-14487,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_27,3300020221,3891491,248,22113,0,1,1,41,90.91,0.91,86.36,MQ,OTU-5090,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_20,3300020221,4814542,460,14443,1,0,0,67,91.77,3.87,72.42,MQ,OTU-10705,d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020221_17,3300020221,5322321,49,202742,1,0,1,45,97.69,0.13,97.04,MQ,OTU-6365,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__UBA10327;s__,Aquatic,Freshwater,freshwater lake,29.4853,-4.9054
3300020220_99,3300020220,1146046,150,9523,0,0,0,29,58.59,0,58.59,MQ,OTU-17039,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Ga0077560;f__Ga0077560;g__;s__,Aquatic,Freshwater,freshwater lake,29.658,-6.1786
3300020220_97,3300020220,1226744,32,81266,1,1,1,26,56.59,0,56.59,MQ,OTU-17782,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__;s__,Aquatic,Freshwater,freshwater lake,29.658,-6.1786
3300020220_90,3300020220,1499450,241,6662,1,0,0,21,68.26,1.09,62.81,MQ,OTU-5553,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__Methylotenera;s__,Aquatic,Freshwater,freshwater lake,29.658,-6.1786
3300020220_87,3300020220,1712312,73,58766,0,1,0,40,95.58,3.85,76.33,MQ,OTU-13551,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__UBA2463;s__,Aquatic,Freshwater,freshwater lake,29.658,-6.1786
3300020220_86,3300020220,1732361,71,44888,1,1,1,37,97.13,1.61,89.08,HQ,OTU-910,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Coccinistipes;s__,Aquatic,Freshwater,freshwater lake,29.658,-6.1786
3300020220_83,3300020220,1881335,35,88746,1,1,1,37,88.43,0.93,83.78,MQ,OTU-16728,d__Bacteria;p__Firmicutes_H;c__CSP1-3;o__CSP1-3;f__RBG-16-67-12;g__RBG-16-67-12;s__,Aquatic,Freshwater,freshwater lake,29.658,-6.1786
3300020220_81,3300020220,1886760,262,8009,0,0,0,23,79.92,0.56,77.12,MQ,OTU-17677,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__GCA-002722245;g__;s__,Aquatic,Freshwater,freshwater lake,29.658,-6.1786
3300020220_79,3300020220,2011044,161,16091,1,1,1,29,73.42,2.04,63.22,MQ,OTU-3409,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__,Aquatic,Freshwater,freshwater lake,29.658,-6.1786
